case_id,true_planner,true_motive,true_concealer,stable_boy_drugged,dog_silent,delicate_knife_found,alias_bill_found,horse_at_scene,coat_deliberately_placed,horse_hidden_by_neighbor,death_consistent_with_horse_kick,outsider_seen_near_stable,tracks_to_rival_property,dog_familiarity_score,instrument_delicacy_score
921,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.2744367042373089,0.44581424151798227
922,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.12935673232675685,0.2626264114909776
923,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,0,0,1,0.8652334965199966,0.9534218429786285
924,outsider_gambler,betting_sabotage,outsider_gambler,0,0,1,0,0,0,0,0,1,0,0.12088392649544001,0.1613584128404417
925,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,1,1,0,1,1,0.20493919797026755,0.23567390972001673
926,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,1,0,0,0,1,0,0.047557485860979465,0.32526846310543683
927,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,1,0,1,0.2685469887805436,0.1942543223563286
928,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7052457598663092,0.7409071417830007
929,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,0,0,1,0,0.20570438961047047,0.13103172060952212
930,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,0,1,0.8611337776921862,0.8695720452248197
931,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.055073962949167006,0.42108308311688447
932,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,0,1,0.6420511080436473,0.8906810312842003
933,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,0,0,0.11705928401507872,0.25949940883301154
934,outsider_gambler,theft_attempt,none,0,0,0,0,0,0,0,0,0,0,0.26054770882145706,0.28656760554269983
935,rival_trainer,competitive_sabotage,rival_trainer,1,0,1,0,1,0,1,0,0,1,0.29483963132197616,0.31855910616748984
936,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.17397061785962212,0.04933473566062517
937,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.5392017817356105,0.883854670638351
938,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.09120002064610669,0.5123699716677678
939,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8664696900965593,0.9112158476809358
940,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.4234769731656492,0.45276742045420354
941,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6922667434868346,0.9014850529898009
942,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,1,0.18688359900940427,0.4886918513829287
943,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.0947453785122051,0.49648604159938775
944,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,0,0,1,0.42966866882203836,0.4201544574762227
945,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,1,0,0,0,0,0.2162389155424179,0.0719552523171537
946,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,1,1,1,0,1,0.2870670964149384,0.5606008594967664
947,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9163491322679002,0.5766901929457596
948,outsider_gambler,betting_sabotage,none,0,0,1,0,0,1,0,0,1,0,0.45312326936670183,0.224492305175697
949,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8449097622565409,0.700394475378878
950,outsider_gambler,theft_attempt,none,1,1,0,0,0,0,0,0,1,1,0.24189853676565876,0.1401567378631078
951,trainer,betting_sabotage,none,1,1,1,0,1,0,1,1,1,0,0.8159054768057367,0.8071902887490688
952,rival_trainer,competitive_sabotage,none,0,0,0,0,1,0,1,0,0,1,0.17456511045900516,0.15733013584907268
953,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.9772524013614061,0.7395377542012164
954,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8645984097467765,0.7737219599892866
955,outsider_gambler,theft_attempt,none,1,0,0,0,0,1,0,0,1,0,0.29676545918183334,0.38978153654411957
956,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,0,1,1,0,0,1,0.10843824651528515,0.17449981277725818
957,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.58053618481149,0.9554716286228039
958,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9056093051974791,0.8508457302351623
959,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9764126187702459,0.7763410871750407
960,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.19101556307363618,0.15522692652426368
961,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,1,1,0.18092149649461234,0.5364709461674958
962,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.3287841545671525,0.18656315840380988
963,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,0,0.8608046593068517,0.8836390724835311
964,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.843629294754999,0.7669910077799292
965,outsider_gambler,betting_sabotage,none,0,0,0,1,1,1,1,0,1,0,0.28605901164642916,0.1836864878465721
966,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8780238877252012,0.8857877815042681
967,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,0,0.7914167588427822,0.862007437063366
968,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,0,0,0,0,1,0,0.600916539757401,0.2979779738056337
969,outsider_gambler,betting_sabotage,none,1,0,1,0,0,0,0,0,1,1,0.10957402660500075,0.41074849020275994
970,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9873989807944711,0.805218216593595
971,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.8313824450713149,0.7763390112256511
972,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8712655232752359,0.8284639542404838
973,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,0,0,0.8712331852641668,0.815074122244695
974,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,1,0,1,0,0.2868465065408418,0.09937600288463594
975,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,0,1,1,0,0,1,0.39435475738878506,0.47446031911020653
976,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,1,1,0,0,1,0.6029964790008698,0.2579820282664219
977,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,1,0.37644744701956634,0.17940714770622662
978,trainer,betting_sabotage,none,1,1,1,0,1,1,1,1,1,1,0.8400666794373409,0.8692975221169217
979,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,1,0,1,0,0.14016320367317478,0.3212743286719344
980,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,1,0.9686707294392944,0.9061181824727651
981,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.36904105907241797,0.5688399101118117
982,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.6255783800082951,0.9218881234516436
983,trainer,betting_sabotage,none,1,0,1,1,1,1,1,1,0,0,0.9553100441279213,0.6502609459583927
984,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8298261332172122,0.8280311969129603
985,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,0,0,0.38539135507215183,0.3059127113582821
986,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,0,1,1,0.12334856910720296,0.11833207193364154
987,outsider_gambler,theft_attempt,none,1,0,0,0,1,0,0,1,1,0,0.33495497264402063,0.30844085331982024
988,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.827255777893814,0.7447728111549664
989,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.10806063136903922,0.4306164887079688
990,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6999093395484806,0.9017878109783387
991,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.31562363631837903,0.4753614245874552
992,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9535580823711217,0.5714987361099305
993,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,1,1,0,0.175473665975853,0.07953874490762623
994,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,1,1,0,1,0,0.36157148391045835,0.36480325907913275
995,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.7573315916071032,0.6148908458083436
996,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.27314218844808674,0.05518108689791038
997,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8500267093374229,0.8142317649861738
998,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9764431648851876,0.8408049677811721
999,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,0,0,0,0,0,0,0.056953067025812806,0.24563103416496745
1000,rival_trainer,horse_concealment,rival_trainer,0,1,0,0,1,1,1,0,1,1,0.1992252189346568,0.21426656746844752
1001,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,0,0,1,0,1,1,0.41996651221985276,0.5137153429111289
1002,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9259236848468188,0.8815218194079507
1003,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7899935851325843,0.9914016836433532
1004,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.87346435460947,0.8323324663017894
1005,rival_trainer,competitive_sabotage,rival_trainer,0,1,0,0,1,0,1,1,1,1,0.27230064415603406,0.27925691565616223
1006,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6423218348857967,0.8469439458821533
1007,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7363245192971889,0.8439104878874166
1008,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,0,0.24039135336540024,0.36870456156475995
1009,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9614202951607154,0.7017287454936573
1010,outsider_gambler,betting_sabotage,none,1,0,0,0,0,1,0,0,1,0,0.20977567455114027,0.37399426965980337
1011,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,0,0.9050144636606166,0.9128739698903835
1012,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8406319624746607,0.788632518859612
1013,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,1,0,1,0,0.35545384588472956,0.21422849204482405
1014,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7594055227301205,0.8055205964088082
1015,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,0,1,1,0,1,0.8861715378069771,0.727694048747823
1016,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.30949734006618373,0.4759350219872676
1017,outsider_gambler,theft_attempt,none,1,1,0,0,1,1,0,0,1,0,0.2072260778989389,0.12066668361067316
1018,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9297476075771207,0.7874982955496607
1019,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8708406584583652,0.7518323924322757
1020,rival_trainer,horse_concealment,rival_trainer,1,1,0,0,0,0,1,1,1,1,0.4052972472171421,0.5492834717275707
1021,outsider_gambler,theft_attempt,outsider_gambler,1,0,0,0,1,0,0,0,1,0,0.09412842688753528,0.4080205918329669
1022,rival_trainer,competitive_sabotage,none,1,0,1,0,0,1,1,1,1,1,0.02532618526684496,0.26808052981927255
1023,rival_trainer,horse_concealment,none,0,0,0,0,0,0,0,0,0,1,0.17047169568663206,0.32434098223868113
1024,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9646376610123749,0.9284576471209083
1025,rival_trainer,horse_concealment,none,1,0,0,0,1,0,0,0,0,1,0.34871112986529795,0.30643636911868033
1026,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,1,1,0,0.14417785132232286,0.24481389410676832
1027,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,0,0,1,0,0.46001194736413803,0.5993350248753608
1028,trainer,betting_sabotage,none,1,1,1,1,1,1,0,1,0,0,0.7840354320182736,0.7909210395002741
1029,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,0,0.8008128961045162,0.8932871273017776
1030,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9002277777644834,0.7687015572564851
1031,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,0,0,0.5374353367785777,0.31657490774485775
1032,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.9159607027594607,0.8246146511160702
1033,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,1,1,1,0,0.28008810839437254,0.2371743995612337
1034,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,0,1,1,1,0.5531786761588922,0.9451913351512836
1035,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.26089717492652553,0.07420822942272912
1036,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8750736697343331,0.6419984922494684
1037,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9010754001475032,0.7627525247150386
1038,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,1,0.3869171930236519,0.2595013588763134
1039,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.3741535486386175,0.38151016948141475
1040,rival_trainer,competitive_sabotage,rival_trainer,1,1,0,0,1,0,1,1,0,1,0.25241601193558566,0.2517979512125111
1041,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,0,1,1,0,0.32462799394651476,0.2657052843460525
1042,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.49608848008135004,0.7868563119502315
1043,rival_trainer,competitive_sabotage,rival_trainer,0,1,0,0,0,0,1,1,0,1,0.2490615722835856,0.414704453190269
1044,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8696024487098098,0.7626486182307394
1045,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,1,1,0.6545701543444612,0.8655039729532316
1046,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,0,1,0.15232214262866378,0.22541714978661165
1047,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.42520142318841564,0.18541682233223597
1048,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,1,0.9355523490385598,0.8351280426075981
1049,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8136247470919366,0.7405621049894452
1050,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,1,1,1,0.413822917189048,0.20213578310958558
1051,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.44720432863262993,0.5180716918679797
1052,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,1,0.20265841887373565,0.1900662217539974
1053,trainer,concealed_financial_pressure,none,0,1,1,1,0,1,1,1,1,0,0.9122990483707407,0.940832572452285
1054,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.8339006146439828,0.6923492619254726
1055,trainer,concealed_financial_pressure,none,1,1,1,0,1,0,0,1,1,0,0.8816425417506614,0.7322187721724873
1056,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8872805885970998,0.6011854143071291
1057,outsider_gambler,betting_sabotage,none,1,0,0,0,1,1,0,0,1,0,0.3779250310514196,0.10600524838469466
1058,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,1,0.050873708123500935,0.051211354788574824
1059,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.06909812236333221,0.218387697863007
1060,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,1,1,0.4829164395510952,0.41760229108452956
1061,outsider_gambler,theft_attempt,none,0,0,0,0,1,1,1,0,1,0,0.08477456574127305,0.1126296355749562
1062,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,0,0,0,0,0.2558229122318024,0.08045912108629924
1063,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.2520305235651379,0.28588113408475013
1064,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.08918689422863374,0.12254421507892961
1065,outsider_gambler,theft_attempt,none,0,0,1,0,0,1,0,0,1,0,0.3377490893091144,0.1885381248905279
1066,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,1,1,0,1,1,0.03809530126424946,0.21251626845030136
1067,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9330339878175095,0.9045516242249886
1068,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.04362458621722855,0.07911689115614727
1069,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.21670319742804528,0.14742006188965773
1070,outsider_gambler,theft_attempt,none,1,0,0,0,1,0,0,0,1,0,0.1739842361757829,0.41600433623298716
1071,rival_trainer,horse_concealment,rival_trainer,1,0,0,1,0,0,1,0,0,1,0.2964756527926361,0.5103718574597864
1072,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,0,0.5559230288789558,0.6390269628181554
1073,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,1,0,1,0,0.6906140298942032,0.2844327526339623
1074,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,0,0,1,0.304407296044864,0.5163794760296603
1075,rival_trainer,horse_concealment,none,0,0,0,0,1,0,1,1,0,1,0.25578632385803607,0.1733213336727674
1076,outsider_gambler,theft_attempt,none,1,0,0,0,1,1,0,0,0,0,0.03277726729645677,0.36738492176307086
1077,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,1,1,0,0.12671364726891932,0.12966383866778414
1078,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9235409062175763,0.7178434249847091
1079,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,0,0.8044524872053678,0.7158252960512278
1080,trainer,betting_sabotage,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.645293426898236,0.9024286433939837
1081,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,0,0,0.3544603189622154,0.2511240695842721
1082,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6643285239640441,0.9314129577219455
1083,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7016228937580397,0.7709049103614181
1084,outsider_gambler,betting_sabotage,none,0,1,0,0,1,0,0,0,1,0,0.08325576813640494,0.3290975575284549
1085,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8049334046457228,0.733884591214676
1086,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,1,1,0,0.10390161394360169,0.38239507650081905
1087,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7723632611234054,0.9130919319592645
1088,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7855136769233836,0.8555772940980725
1089,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.05175024458966202,0.3575751068543078
1090,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,1,0,0,0,0,0.2418523705207682,0.41244461336857635
1091,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,1,1,1,0.2187579586444524,0.01873998020294033
1092,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,0,1,0.6828083304260588,0.8310385034004881
1093,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,1,0.9605504052487595,0.7323306035387158
1094,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7761518031307093,0.9483105954533207
1095,outsider_gambler,betting_sabotage,none,1,0,0,0,1,1,0,0,1,0,0.2538066985887979,0.3524307572122767
1096,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,1,0,0.09344196963118422,0.35380921646591557
1097,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.2668995837776852,0.3352557920438713
1098,outsider_gambler,betting_sabotage,outsider_gambler,0,1,0,0,1,0,0,0,1,0,0.08088520665678293,0.3646765921429413
1099,rival_trainer,competitive_sabotage,rival_trainer,0,1,0,0,1,0,1,0,1,1,0.39137352546316423,0.5289796245807581
1100,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,0,0,0,1,1,0,0.10844092916175825,0.24391432856357642
1101,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,1,0.92015345005426,0.7762731277509258
1102,rival_trainer,competitive_sabotage,none,0,0,0,0,1,1,1,0,1,0,0.34786134229888516,0.2646911937454961
1103,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9084790388826052,0.83069228743532
1104,rival_trainer,horse_concealment,none,0,0,0,0,1,0,0,1,0,1,0.45921500156915046,0.3396891935807658
1105,rival_trainer,horse_concealment,none,0,0,0,0,1,0,0,1,1,1,0.20264282220126995,0.23173293628071637
1106,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.1322754270991764,0.05201779077424266
1107,outsider_gambler,theft_attempt,none,1,0,0,0,1,0,1,1,1,0,0.1760274236534003,0.09523000305784508
1108,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,1,0,1,0.4663968129276274,0.3843456458180567
1109,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,0,0,1,0,0.18148117638742595,0.06024349591569568
1110,outsider_gambler,betting_sabotage,none,1,0,0,0,1,1,0,0,1,0,0.26715862234318327,0.22683288774381868
1111,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.1501851817921984,0.6016249133733563
1112,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.535219626818808,0.9459691280185928
1113,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.8760922150277699,0.8804489884157176
1114,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8188668602380066,0.923202175676879
1115,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,1,0,1,0,0.20610240135486294,0.14288064981912824
1116,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.7210715444987347,0.8145690157699832
1117,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.2411151789685123,0.15508750000727697
1118,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,0,0.7553865842767231,0.5996014168854553
1119,rival_trainer,horse_concealment,none,1,0,0,0,1,1,1,0,0,1,0.6003669811109282,0.29418255811751354
1120,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,0,1,1,1,0,1,0.48071303108841873,0.3153301155218759
1121,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.5010113912967561,0.1286005531685789
1122,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7469915238009898,0.8276962982964949
1123,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,0,1,1,0,1,0.9376854099272096,0.870100887808079
1124,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,0,0,0,0,0,0,0.12595123962247237,0.12256736416780246
1125,rival_trainer,competitive_sabotage,none,1,0,0,1,1,0,1,1,0,1,0.21981992203620795,0.5324460869001404
1126,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.33671543237831547,0.20846236574908442
1127,rival_trainer,competitive_sabotage,none,1,0,0,0,1,1,1,0,0,1,0.22130634327188647,0.19060068893904403
1128,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.14994536695421093,0.12205223109013487
1129,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8347816687860099,0.9249583858421236
1130,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.4575424191052146,0.8185296119608707
1131,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,0,1,1,1,1,0.8538247659087729,0.7299516026505976
1132,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.6513814566405135,0.9246737939441644
1133,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,0,1,0.940657614301387,0.9081546184560584
1134,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.48203854736272167,0.8773076046063782
1135,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,1,0,0,1,0,0.26551098921780975,0.06956076151132011
1136,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.21091604049030938,0.6370546858894613
1137,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.6878413150476423,0.6944139011394462
1138,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,0,0.9364802625043925,0.7104244744908573
1139,rival_trainer,competitive_sabotage,none,1,1,0,0,0,0,1,1,0,1,0.21738107132749818,0.2033370485875355
1140,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7945157496957365,0.7598981179157025
1141,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.4843707588653023,0.4133629681001218
1142,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,0,1,1,1,0,1,0.28232149790873007,0.26675534146026736
1143,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.8599886558205871,0.920911203536499
1144,trainer,concealed_financial_pressure,none,1,1,1,1,0,1,0,1,0,0,0.9234546632670998,0.8553522627888311
1145,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,0,1,1,0,0,1,0.4343286935810445,0.38395989326605484
1146,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8574072989061072,0.7615559791117872
1147,outsider_gambler,betting_sabotage,none,0,0,1,0,1,1,1,0,0,0,0.1601260608559033,0.05496879299677259
1148,outsider_gambler,betting_sabotage,none,1,0,0,0,0,0,0,0,1,0,0.2183429429874809,0.26742889005479553
1149,trainer,betting_sabotage,none,0,1,1,0,1,1,0,1,0,1,0.8541295051819583,0.7323196724958724
